groupname,level,glottocode,domain,basic,combo_name,sign,scholarly,langname,convergence,convergence_set,zeta,words
Southeast asian,group,pamp1243,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,pang1290,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,rade1240,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,sgaw1245,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,shan1277,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,stan1306,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,sund1252,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,taga1270,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,taus1251,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,thai1261,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,urak1238,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,viet1252,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,wara1300,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,wers1238,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Southeast asian,group,west2555,"noun, adjective, verb",0,emotioncombo,positive,1,NA,NA,NA,NA,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Papua New Guinea,group,awap1236,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,enga1252,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,fore1270,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,louu1245,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,mail1248,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,oksa1245,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,orok1267,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,sele1250,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,sina1266,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,tang1348,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,teop1238,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
Papua New Guinea,group,toar1246,noun,0,birdcombo,positive,1,NA,NA,NA,NA,bird
