id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,newlangname,newlangnamelink,delete,review_flag
hvd.hwsh8l,1846,"A dictionary of the English and German, and the German and English language. By Dr. J.L. Hilpert. With a preface by Dr. E. Kærcher ...",2:02,"W. Radde; T. Braun, 1846.",German,stan1295,,,,,,,
nyp.33433069238875,1846,"A dictionary of the English and German, and the German and English language. By Dr. J.L. Hilpert. With a preface by Dr. E. Kærcher ...","v. 2 (Part 2, L-Z)","T. Braun, 1846.",German,stan1295,,,,,,,
nyp.33433069238867,1846,"A dictionary of the English and German, and the German and English language. By Dr. J.L. Hilpert. With a preface by Dr. E. Kærcher ...","v. 2, Part 1 (A-K)","T. Braun, 1846.",German,stan1295,,,,,,,
uiug.30112114889873,1857,"A dictionary of the English and German, and the German and English language / by Joseph Leonhard Hilpert.",v.1:2,"Bernh. Hermann, 1857.",German,stan1295,,,,,,,
hvd.hwsh95,1886,A dictionary of the English and German languages.,NA,"P. Reclam jun., etc., etc., 1886.",German,stan1295,,,,,,,
njp.32101027152055,1894,"A dictionary of the English and German languages / by Chr[istoph] Fr. Grieb ; re-arranged, revised and enlarged by Arnold Schröer.",v.1,"Paul Neff, [1894]",German,stan1295,,,,,,,
njp.32101073366245,1894,"A dictionary of the English and German languages / by Chr[istoph] Fr. Grieb ; re-arranged, revised and enlarged by Arnold Schröer.",v.2,"Paul Neff, [1894]",German,stan1295,,,,,,,
chi.097261299,1832,"A dictionary of the English and German languages, by J.H. Hilpert ...",v.1 pt.2,"T. Braun; [etc.,etc.] 1828-32.",German,stan1295,,,,,,,
wu.89099464323,9999,A dictionary of the English and German languages for home and school ... ed. by I. Schmidt and G. Tanger.,v.1,"G. Westermann, 1898-",German,stan1295,,,,,,,
wu.89099464331,9999,A dictionary of the English and German languages for home and school ... ed. by I. Schmidt and G. Tanger.,v.2,"G. Westermann, 1898-",German,stan1295,,,,,,,
uva.x030732212,1909,"A dictionary of the English and German languages for home and school, with special reference to Dr. Felix Flügel's Universal English-German and German-English dictionary, ed. by Im. Schmidt and G. Tanger.",v.1 pt.1,"Asher, 1909.",German,stan1295,,,,,,,
uva.x001164838,1909,"A dictionary of the English and German languages for home and school, with special reference to Dr. Felix Flügel's Universal English-German and German-English dictionary, ed. by Im. Schmidt and G. Tanger.",v.2,"Asher, 1909.",German,stan1295,,,,,,,
uc1.31158005147169,1842,"A dictionary of the English and German languages, to which is added a synopsis of English words differently pronounced by different orthoëpists.",v.2,"W. Allan, [1842?]",German,stan1295,,,,,,,
uiug.30112124478733,1863,"A dictionary of the English and German languages, to which is added a synopsis of English words differently pronounced by different orthoëpists, / by Chr. Fr. Grieb.",v.1,C. H. Hoffmann 1863.,German,stan1295,,,,,,,
chi.18631862,1863,"A dictionary of the English and German languages, to which is added a synopsis of English words differently pronounced by different orthoëpists, / by Chr. Fr. Grieb.",v.2,C. H. Hoffmann 1863.,German,stan1295,,,,,,,
iau.31858007025327,1863,"A dictionary of the English and German languages, with a synopsis of English words differently pronounced by different orthoëpists; to which is added a supplement, containing a history of the English language...a glossary of Americanisms...also a comparative statement of the coins, weights and measures of the most important commercial places of the world by J. S. Oehlschläger.",v.1,"I. Kohler, 1857-1863 [v. 1, 1863]",German,stan1295,,,,,,,
iau.31858000070940,1863,"A dictionary of the English and German languages, with a synopsis of English words differently pronounced by different orthoëpists; to which is added a supplement, containing a history of the English language...a glossary of Americanisms...also a comparative statement of the coins, weights and measures of the most important commercial places of the world by J. S. Oehlschläger.",v.2,"I. Kohler, 1857-1863 [v. 1, 1863]",German,stan1295,,,,,,,
uc2.ark:/13960/t7hq3xg06,1857,"A dictionary of the English and German languages, with a synopsis of English words differently pronounced by different orthoëpists, to which is added a supplement containing a history of the English language by J. C. Oehlschläger.",v. 1,"John Weik, 1857.",German,stan1295,,,,,,,
umn.31951002013680s,1857,"A dictionary of the English and German languages, with a synopsis of English words differently pronounced by different orthoëpists, to which is added a supplement containing a history of the English language by J. C. Oehlschläger.",v.1,"John Weik, 1857.",German,stan1295,,,,,,,
umn.31951002013681q,1857,"A dictionary of the English and German languages, with a synopsis of English words differently pronounced by different orthoëpists, to which is added a supplement containing a history of the English language by J. C. Oehlschläger.",v.2,"John Weik, 1857.",German,stan1295,,,,,,,
nyp.33433075849335,1893,"A dictionary of the English and Greek languages : with a pref., an introd. on English pronunciation, a table of irregular verbs and a list of abbreviations / by John Pervanoglu.",v. 1 (English-Greek),"P.D. Sakellarios, 1893.",Greek,gree1276,,,,,,,
hvd.32044106376916,1760,"A dictionary of the English and Italian languages / by Joseph Baretti ; improved and augmented with above ten thousand words, omitted in the last edition of Altieri ; to which is added, an Italian and English grammar.",NA,"Printed for C. Hitch and L. Hawes ... [and 9 others], 1760.",Italian,ital1282,,,,,,,
nyp.33433082179296,1778,"A dictionary of the English and Italian languages. By Joseph Baretti.  Improved and augmented with above ten thousand words, omitted in the last edition of Altieri.  To which is prefixed, an Italian and English grammar.  A new edition.",v. 1 (Italian-English),"Printed for J. Nourse [and 17 others], 1778.",Italian,ital1282,,,,,,,
nyp.33433082179288,1795,"A dictionary of the English and Italian languages, by Joseph Baretti.  Improved and augmented with above ten thousand words omitted in the last ed. of Altieri, to which is prefixed an Italian and English grammar.",NA,Printed by Joseph Orlandelli for the late Francis Pezzana. 1795.,Italian,ital1282,,,,,,,
chi.19385598,1820,"A dictionary of the English and Italian languages. By Joseph Baretti. To which is prefixed, an Italian and English grammar.",v.2,Printed for F.C. and J. Rivington [etc.] 1820.,Italian,ital1282,,,,,,,
chi.095243813,1771,"A dictionary of the English and Italian languages ... Improved and augmented with above 10,000 words omitted in the last ed. of Altieri. To which is added an Italian and English grammar.",v.2,"W. Strahan [etc.], [1771]",Italian,ital1282,,,,,,,
umn.319510020873676,1831,A dictionary of the English and Italian languages : to which is prefixed an Italian and English grammar / cor. and improved by Charles Thomson.,v.1,"[publisher not identified], 1831.",Italian,ital1282,,,,,,,
umn.319510020873684,1831,A dictionary of the English and Italian languages : to which is prefixed an Italian and English grammar / cor. and improved by Charles Thomson.,v.2,"[publisher not identified], 1831.",Italian,ital1282,,,,,,,
njp.32101067187904,1851,A dictionary of the English and Portuguese languages.,v.1,"Rolland, 1850-51.",Portuguese,port1283,,,,,,,
njp.32101007116682,1851,A dictionary of the English and Portuguese languages.,v.2,"Rolland, 1850-51.",Portuguese,port1283,,,,,,,
nnc1.0038959879,1861,"A dictionary of the English and Portuguese languages : in two parts, English and Portuguese, and Portuguese and English / by Anthony Vieyra.",NA,"Printed for Rolland, 1860-61.",Portuguese,port1283,,,,,,,
uc1.$b640202,1821,"A dictionary of the English and Singhalese, and Singhalese and English languages. Under the patronage of the Government of Ceylon. By the Rev. B. Clough, ...",NA,"printed for the Mission, at the Wesleyan Mission Press, 1821.",NA,NA,,,,,,,
uc1.$b640203,1821,"A dictionary of the English and Singhalese, and Singhalese and English languages. Under the patronage of the Government of Ceylon. By the Rev. B. Clough, ...",v. 1:2,"printed for the Mission, at the Wesleyan Mission Press, 1821.",NA,NA,,,,,,,
uc1.$b640204,1821,"A dictionary of the English and Singhalese, and Singhalese and English languages. Under the patronage of the Government of Ceylon. By the Rev. B. Clough, ...",v. 2:1,"printed for the Mission, at the Wesleyan Mission Press, 1821.",NA,NA,,,,,,,
uc1.$b640205,1821,"A dictionary of the English and Singhalese, and Singhalese and English languages. Under the patronage of the Government of Ceylon. By the Rev. B. Clough, ...",v. 2:2,"printed for the Mission, at the Wesleyan Mission Press, 1821.",NA,NA,,,,,,,
mdp.39015023072203,1857,"A dictionary of the English & German languages... by Chr. Fr. Grieb, to which is added, a supplement...by J.C. Oehlschläger...",v.1,"J. Weik, 1857.",German,stan1295,,,,,,,
mdp.39015010538109,1888,A dictionary of the English & Volapük languages. By John Rellye.,NA,"L. Schick, 1888.",NA,NA,,,,,,,
uc1.c031222968,1897,A dictionary of the French and English languages / By F. E. A. Gasc.,NA,"George Bell, 1897.",French,stan1290,,,,,,,
hvd.hn6ilb,1876,A dictionary of the French and English languages. With vocabulary of proper names for the use of schools and for general reference. Abridged from the larger dictionary.,NA,"D.Appleton & co., 1876.",French,stan1290,,,,,,,
loc.ark:/13960/t7sn1gh85,1870,"A dictionary of the Gaelic language, in two parts, I. Gaelic and English.--II. English and Gaelic ...",NA,"W. R. M'Phun & son; [etc., etc., pref. 1870]",Gae,gaee1238,,,,,,,
hvd.32044004790937,1853,"A dictionary of the Gaelic language, in two parts, I. Gaelic and English.--II. English and Gaelic ... by the Rev. Dr. Norman Macleod ... and the Rev. Dr Daniel Dewar.",NA,"W. R. M'Phun, 1853.",Dani,dani1287,,,,,,,
osu.32435050188770,1856,"A dictionary of the German and English language / Comp. from the works of Hilpert, Flugel, Grieb, Heyse, and others. In two parts.",NA,"D. Appleton, 1856.",German,stan1295,,,,,,,
umn.31951002180861q,1864,A dictionary of the German and English languages ...,NA,"D. Appleton & co., 1864.",German,stan1295,,,,,,,
uiug.30112099426105,1888,A dictionary of the German and English languages. Abridged from the author's larger work for the use of learners. By G.J. Adler. In two parts: I. German and English.--II. English and German.,NA,"D. Appleton & Co., 1888.",German,stan1295,,,,,,,
uc1.aa0003513652,1875,A dictionary of the German and English languages; abridged from the author's larger work for the use of learners. In two parts: I. German and English.--II. English and German.,NA,"Appleton, 1875.",German,stan1295,,,,,,,
nyp.33433069239444,1884,A dictionary of the German and English languages ... / by G.J. Adler.,NA,"D. Appleton, 1884.",German,stan1295,,,,,,,
hvd.hn61w9,1847,"A dictionary of the German and English languages: comp. from the dictionaries of Heinsius, Adelung, Campe & Heyse, for the German: and Todd-Johnson, Richardson, Webster, Jamieson and Pickering, for the English. By Chr. Fr. Grieb. Vol. I.","v.1, eng. germ.","Williams and Norgate, 1847.",German,stan1295,,,,,,,
mdp.39015025884522,1888,"A dictionary of the German and English languages ... Comp. from the works of Hilpert, Flügel, Grieb, Heyse, and others. By G.J. Adler ... In two parts: I. German and English.--II. English and German.",NA,"D. Appleton and company, 1888.",German,stan1295,,,,,,,
coo1.ark:/13960/t8rb7mh1k,1885,"A dictionary of the German and English languages ... Comp. from the works of Hilpert, Flügel, Grieb, Heyse, and others. In two parts ... By G.J. Adler ....",NA,"D. Appleton & co., 1885.",German,stan1295,,,,,,,
hvd.32044102813599,1897,"A dictionary of the German and English languages ... : compiled from the works of Hilpert, Flügel, Grieb, Heyse, and others / by G. J. Adler.",NA,"D. Appleton, 1848, t.p. 1897.",German,stan1295,,,,,,,
uc2.ark:/13960/t91839m5p,1871,"A dictionary of the German and English languages / compiled from the works of Hilpert, Flügel, Grieb, Heyse, and others by G. J. Adler.",v.2,"D. Appleton and Company, 1871.",German,stan1295,,,,,,,
hvd.hwsh9v,1877,"A dictionary of the German and English languages ... Compiled from the works of Hilpert, Flügel, Grieb, Heyse, and others. By G. J. Adler ... In two parts: I. German and English.- II. English and German.",NA,"D. Appleton and Company, 1877.",German,stan1295,,,,,,,
uc1.b4765658,1888,"A dictionary of the German and English languages. Compiled from the works of Hilpert, Flügel, Grieb, Heyse, and others. In two parts: I. German and English. II. English and German",NA,"Appleton, 1888, c1848",German,stan1295,,,,,,,
hvd.hn2buq,1890,"A dictionary of the German and English languages : indicating the accentuation of every German word, containing several hundred German synonymes, together with a classificastion and alphabetical list of the irregular verbs, and a list of abbreviations : compiled from the works of Hilpert, Flügel, Grieb, Heyse, and others / by G.J. Adler.",NA,"D. Appleton, 1890, c1848.",German,stan1295,,,,,,,
nyp.33433022504470,1883,"A dictionary of the German and English languages : indicating the accentuation of every German word, containing several hundred German synonymes, together with a classification and alphabetical list of the irregular verbs, and a list of abbreviations : compiled from the works of Hilpert, Flügel, Grieb, Heyse, and others / by G. J. Adler.",NA,"D. Appleton and Company, 1883.",German,stan1295,,,,,,,
uc2.ark:/13960/t83j3r161,1874,"A Dictionary of the German and English languages : indicating the accentuation of every German word, containing several hundred German synonymes, togethjer with a classification and alphabetical list of the irregular verbs, and a list of abbreviations / compiled from the works of Hilpert, Flügel, Grieb, Heyse, and others ; by G.J. Adler.",NA,"D. Appleton, 1874, c1848.",German,stan1295,,,,,,,
uc1.c061983778,1868,"A dictionary of the German and English languages : indicating the accentuation of every German word, containing several hundred German synonymes, togethjer with a classification and alphabetical list of the irregular verbs, and a list of abbreviations / compiled from the works of Hilpert, Flügel, Grieb, Heyse, and others by G.J. Adler.",v.2,"D. Appleton, 1868.",German,stan1295,,,,,,,
chi.085159452,1851,"A dictionary of the German and English languages : indicating the accentuation of every German word, containing several hundred German synonyms, together with a classification and alphabetical list of the irregular verbs, and a dictionary of German abbreviations / compiled from the works of Hilpert, Flügel, Grieb, Heyse, and other. In two parts ... by G.J. Adler.",NA,"D. Appleton & co.; G.S. Appleton, 1851.",German,stan1295,,,,,,,
hvd.32044086555802,1860,A dictionary of the Grebo language / by John Payne.,NA,"E.O. Jenkins, 1860.",Grebo,greb1257,,,,,,,
wu.89035746965,1839,A Dictionary of the Grebo language in two parts.,NA,"Printed at the press of the A.B.C.F. Mission, 1839.",Grebo,greb1257,,,,,,,
nyp.33433075849343,1894,"A dictionary of the Greek and English languages, with a table of proper nouns and a compendious history of English literature.",v. 2 (Greek-English),"Sakellarios, 1894.",Greek,gree1276,,,,,,,
umn.31951002377551y,1894,A dictionary of the Greek and English languages : with a table of proper nouns and a compendious history of English literature / by John Pervanoglu.,NA,"[s.n.], 1894.",Greek,gree1276,,,,,,,
wu.89119131001,1902,"A dictionary of the Gâthic language of the Zend Avesta, by Lawrence H. Mills.",NA,"F. A. Brockhaus, 1902.",NA,NA,,,,,,,
uc2.ark:/13960/t18k7bq13,1922,"A dictionary of the Hawaiian language, by Lorrin Andrews.  Rev. by Henry H. Parker.  Prepared under the direction of the Board of Commissioners of Public Archives of the Territory of Hawaii.",NA,"Published by the Board, 1922.",Hawaiian,hawa1245,,,,,,,
coo1.ark:/13960/t85h83n10,1865,"A dictionary of the Hawaiian language, to which is appended an English-Hawaiian vocabulary and a chronological table of remarkable events. By Lorrin Andrews.",NA,"Printed by H. M. Whitney, 1865.",Hawaiian,hawa1245,,,,,,,
wu.89070951827,1918,A dictionary of the Hindee language / compiled by J. D. Bate.,NA,"printed at the Indian Press, 1918.",NA,NA,,,,,,,
uc2.ark:/13960/t7pn9319x,1832,"A dictionary of the Hok-këèn dialect of the Chinese language, according to the reading and colloquial idioms: containing about 12,000 characters. Accompanied by a short historical and statistical account of Hok-këèn. By W. H. Medhurst.",NA,"Printed at the Honorable East India company's press, by G.J. Steyn and brother, 1832.",Chi,chii1238,,,,,,,
inu.30000087288738,2003,"A dictionary of the Hualapai language / compiled by Lucille J. Watahomigie, Jorigine Bender, Malinda Powskey, Josie Steele, Philbert Watahomigie Sr., and Akira Y. Yamamoto.",NA,"ELPR, 2003.",Bende,bend1258,,,,,,,
txu.059173006277952,1980,A dictionary of the Huazalinguillo dialect of Nahuatl : with grammatical sketch and readings / Geoffrey Kimball.,NA,"Center for Latin American Studies, Tulane University, 1980.",Hua:ǂHua:Hua (Yagaria),huaa1247:huaa1249:huaa1250,,,,,,,
