id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,newlangname,newlangnamelink,delete,review_flag
uc1.$b341159,1960,"Minjung Sŏgwan pʻokʻet Yŏng-Han sajǒn = Minjungsugwan's pocket English-Korean dictionary.,民衆書館포켓英韓辭典 = Minjungsugwan's pocket English-Korean dictionary.",NA,"Minjung Sŏgwan, 4293 [1960], 民衆書館, 4293 [1960]",Korean,kore1280,,,,,,,
mdp.39015039994002,1958,"Minjungsugwan's pocket English-Korean dictionary = Minjung Sŏgwan pʻokʻet Yŏng-Han sajŏn / Yi Yang-ha, Kwŏn Chung-hwi kongpʻyŏn.,Minjungsugwan's pocket English-Korean dictionary = 民衆 書舘 포켓 英韓 辭典 / 李 敭河, 權 重煇 共編.",NA,"Minjung-Sugwan, Tanʼgi 4291 [1958], Minjune-Sugwan, 檀紀 4291 [1958]",Korean,kore1280,,,,,,,
mdp.39015043170730,1958,"Minjungsugwan's pocket Korean-English dictionary = Minjung Sŏgwan pʻokʻet Han-Yŏng sajŏn / [pʻyŏnjip wiwŏn taepʻyo Chʻoe Ki-wŏn].,Minjungsugwan's pocket Korean-English dictionary = 民衆　書舘　포켓 韓英　辭典 / [編輯　委員　代表　崔　基元].",NA,"Minjung Sŏgwan, 1958., 民衆　書舘, 1958.",Korean,kore1280,,,,,,,
mdp.39015078791525,2008,"Minnan-English dictionary / Li Rulong, Li Zhuqing.",NA,"Dunwoody Press, 2008.",Minna,minn1249,,,,,,,
uc1.b4541175,2001,Minot's white Tai dictionary : a phonetic version / edited by Thomas John Hudak.,NA,"Arizona State University Program for Southeast Asian Studies, 2001.",Mino,mino1244,,,,,,,
mdp.39015031332763,1766,Minshi-so. A rhyming dictionary for Chinese.,NA,"Tawara Kambei, 1766",Min,minn1248,,,,,,,
mdp.39015034893290,1971,"Mānaka Aṅgrezī-Hindī kośa = Standard English-Hindi dictionary / sampādaka Satyaprakāśa, Balabhadra Prasāda Miśra.",NA,"Hindī Sāhitya Sammelana, 1971.",Hindi,hind1269,,,,,,,
mdp.39015016034541,1930,Model English-Chinese dictionary with illustrative examples ...,NA,"The Commercial press, ltd., 1930.",Mod,modd1238,,,,,,,
uc1.l0053109443,1955,Modern angol-magyar és magyar-angol szótár. Modern English-Hungarian and Hungarian-English dictionary.,NA,1955,Hungarian,hung1274,,,,,,,
mdp.39015074076400,1997,"Modern Cambodian-English dictionary / Robert K. Headley, Rath Chim, Ok Soeum.",NA,"Dunwoody Press, c1997.",Mod,modd1238,,,,,,,
mdp.39015066422281,1963,Modern Chinese-English technical and general dictionary,v.2,"McGraw-Hill, c1963",Mod,modd1238,,,,,,,
mdp.39015025528269,1963,Modern Chinese-English technical and general dictionary,v.3,"McGraw-Hill, c1963",Mod,modd1238,,,,,,,
uc1.31158006360498,1954,"Modern dictionary, English-Arabic.",NA,"Elias' Modern Press, [1954]",Arabic,arab1395,,,,,,,
inu.32000002839878,1970,Modern engelsk-svensk ordbok. A modern English-Swedish dictionary. Under red. av/Ed. under the supervision of Bror Danielsson.,NA,"Prisma; Seelig], 1970.",Swedish,swed1254,,,,,,,
mdp.39015066422133,1972,Modern English-Chinese encyclopedia dictionary.,NA,[1972],Mod,modd1238,,,,,,,
mdp.39015078246546,1971,"Modern English-Greek and Greek-English desk dictionary = Meizon neōteron Angloellēnikon Hellēnoanglikon lexikon. George C. Divry, general editor.",NA,"D.C. Divry, 1971.",Greek,gree1276,,,,,,,
uva.x001196601,1985,Modern English-Igbo dictionary / by H.I. Nnaji ; assisted by G.C. Nnaji.,NA,"Gonaj, [1985]",Igbo,nucl1417,,,,,,,
uc1.b5079924,1983,"Modern English-Lao, Lao-English dictionary / by Bounmy Soukbandith.",NA,"Distributor, Kongseng Soukbandith, c1983.",Mod,modd1238,,,,,,,
mdp.49015002913326,1965,"Modern English-Thai, Thai-English dictionary.",NA,"B.E., 2508 [1965]",Thai,thai1261,,,,,,,
umn.31951001551844j,1990,"Modern English-Yiddish, Yiddish-English dictionary.",NA,"Yivo Institute for Jewish Research, 1990, c1968.",Mod,modd1238,,,,,,,
uc1.b4556561,1999,"Modern essential dictionary : English-English-Nepali / [editor], Sita Ram Adhikari.",NA,"Malla Press, 1999.",Nepali,nepa1254,,,,,,,
osu.32435014842900,1978,Modern French-English [English-French] dictionary / by Marguerite-Marie Dubois with the collaboration of Charles Cestre ... [et al.] ; chief editor: William Maxwell Landers ; assistant editors: Roger Shattuck and Margaret G.Cobb.,NA,"Librairie Larousse, 1978, c1960.",French,stan1290,,,,,,,
mdp.39015067660665,9999,"Modern Greek-English dictionary / compiled and edited by Demetrius J. Georgacas ; publication director, John N. Kazazis.",v.1,"Aristide D. Caratzas, Publisher, 2005-",Modern Greek,mode1248,,,,,,,
njp.32101009132919,1909,Modern Greek-English dictionary with a Cypriote vocabulary / by A. Kyriakides.,NA,"Printed by A. Constantinides, 1909.",Modern Greek,mode1248,,,,,,,
uc1.b4226320,1961,"Modern Malay usage : a guide to current Malay language, with examples of usage and dictionary definitions / David Wehl ; with a foreword by Sir Richard Winstedt.",NA,"D. Moore ; distributed by Cellar Book Shop, c1961.",Malay (individual language):Malay (Ati),mala1546:mala1492,,,,,,,
umn.31951002188152f,1943,"Modern Portuguese-English, English-Portuguese dictionary, edited by Elbert L. Richardson, Maria de Lourdes Sá Pereira and Milton Sá Pereira.",NA,D. McKay [1943],Portuguese,port1283,,,,,,,
mdp.39015070752467,2007,Modern Welsh dictionary : a guide to the living language / edited by Gareth King.,NA,"Oxford University Press, 2007.",Welsh,wels1247,,,,,,,
uva.x000715013,1977,"Mokilese-English dictionary / Sheldon P. Harrison, Salich Albert.",NA,"University Press of Hawaii, c1977.",Mokilese,moki1238,,,,,,,
mdp.39015028792078,1985,"Molesworth's English and Marathi dictionary / J.T. Molesworth, T. Candy = Iṅgrejī-Marāṭhī śabdakośa / Molsavartha.",NA,"Asian Educational Services, 1985.",Marathi,mara1378,,,,,,,
mdp.39015038139682,1989,"Molesworth's Marathi and English dictionary / J.T. Molesworth, T. Candy = Marāṭhī-Iṅgrejī śabdakośa / Molsavartha.",NA,"Asian Educational Services, 1989.",Marathi,mara1378,,,,,,,
uc1.$b328246,1955,Mongolian-English dictionary.,v. 1,Förlaget Filadelfia [1954-55],Mongolian,mong1331,,,,,,,
uc1.$b328247,1955,Mongolian-English dictionary.,v. 2,Förlaget Filadelfia [1954-55],Mongolian,mong1331,,,,,,,
uc1.$b328248,1955,Mongolian-English dictionary.,v. 3,Förlaget Filadelfia [1954-55],Mongolian,mong1331,,,,,,,
mdp.39015069671660,1955,Mongolian-English dictionary.,v.1,Förlaget Filadelfia [1954-55],Mongolian,mong1331,,,,,,,
mdp.39015069671652,1955,Mongolian-English dictionary.,v.2,Förlaget Filadelfia [1954-55],Mongolian,mong1331,,,,,,,
mdp.39015069671645,1955,Mongolian-English dictionary.,v.3,Förlaget Filadelfia [1954-55],Mongolian,mong1331,,,,,,,
uiug.30112058531788,1960,Mongolian-English dictionary. Comp. by Mattai Haltod [and others].,NA,"Univ. of California Press, 1960.",Mongolian,mong1331,,,,,,,
mdp.39015050788275,1997,Mongolian-English dictionary / compiled by Charles Bawden.,NA,"K. Paul International : Distributed by Columbia University Press, 1997.",Mongolian,mong1331,,,,,,,
uva.x000293286,1973,"Mongolian-English dictionary. Compiled by Mattai Haltod [and others]  Ferdinand D. Lessing, general editor.",NA,"The Mongolia Society, 1973, [c1960]",Mongolian,mong1331,,,,,,,
mdp.39015034228893,1995,"Mongolian-English dictionary / compiled by Mattai Haltod ... [et al.] ; Ferdinand D. Lessing, general editor.",NA,"Mongolian Society, 1995.",Mongolian,mong1331,,,,,,,
uva.x030333842,1971,"Mongolʹskiĭ slovarʹ Muḳaddimat al-adab = Mongolian dictionary Muḳaddimat al-adab, parts I-III, Moscow-Leningrad, 1938-1939 / N.N. Poppe.",NA,"Gregg International Publishers, 1971.",Mongolian,mong1331,,,,,,,
nyp.33433069251704,1883,Morwitz's American dictionary of the English and German languages ... By Dr. E. Morwitz and a number of specialists. In two parts ...,v. 1-2,Morwitz and Co. [c1883],German,stan1295,,,,,,,
osu.32435070676275,1959,"Motion picture technical dictionary; English-French, French-English.",NA,"Nouvelles Éditions, Film et technique, 1959.",French,stan1290,,,,,,,
mdp.39015063137635,2001,Mranʻ mā - ʾAṅglipʻ ʾabhidhānʻ = Myanmar-English dictionary.,NA,"Dept. of Myanmar Language Commission, Ministry of Education, 2001.",Múra,mura1273,,,,,,,
mdp.39015040731021,1996,Muna-English dictionary / René van den Berg ; in collaboration with La Ode Sidu.,NA,"KITLV Press, 1996.",Muna,muna1247,,,,,,,
uva.x002252799,1992,"Mungaka (Bali) Dictionary / compiled by Georg Tischhauser, revised and translated by Johannes Stöckle in cooperation with Samuel Fe Tita Mangwa.",NA,"Rüdiger Köppe Verlag, c1992.",Mungaka,mung1266,,,,,,,
mdp.39076000918693,1910,Muret-Sanders encyclopaedic English-German and German-English dictionary : giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt.,v.1,"Langenscheidtsche Verlagsbuchhandlung, c1910.",German,stan1295,,,,,,,
mdp.39076000918701,1910,Muret-Sanders encyclopaedic English-German and German-English dictionary : giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt.,v.2,"Langenscheidtsche Verlagsbuchhandlung, c1910.",German,stan1295,,,,,,,
wu.89036562122,1910,Muret-Sanders Enzyklopadisches englisch-deutsches und deutsch-englisches worterbuch : mit angabe der aussprache nach dem phonetischen system der Methode Toussaint-Langenscheidt = Muret-Sanders Encyclopaedic English-German and German-English dictionary : giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt.,2,"Langenscheidtsche Verlagsbuchhandlung, c1910.",German,stan1295,,,,,,,
osu.32435027354984,1910,Muret-Sanders Enzyklopadisches englisch-deutsches und deutsch-englisches worterbuch : mit angabe der aussprache nach dem phonetischen system der Methode Toussaint-Langenscheidt = Muret-Sanders Encyclopaedic English-German and German-English dictionary : giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt.,V1,"Langenscheidtsche Verlagsbuchhandlung, c1910.",German,stan1295,,,,,,,
uc1.dd0001455856,1910,"Muret-Sanders Enzyklopädisches englisch-deutsches und deutsch-englisches Wörterbuch : mit Angabe der Aussprache nach dem phonetischen System der Methode Toussaint-Langenscheidt. / Hand- und Schulausgabe. Von B.Klatt. Neubearbeitet und durch einen Nachtrag bis auf die heutige Zeit ergänzt von Professor Edmund Klatt = Muret-Sanders Encyclopædic English-German and German-English Dictionary, giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt. Abridged Edition (for school and home), by B. Klatt, revised and brought up to date by a supplemnt by Professor EEdmund Klatt.",v.1,"Langenscheidtsche Verlagsbuchhandlung, [c1910]",German,stan1295,,,,,,,
uc1.c084104469,1910,"Muret-Sanders Enzyklopädisches englisch-deutsches und deutsch-englisches Wörterbuch : mit Angabe der Aussprache nach dem phonetischen System der Methode Toussaint-Langenscheidt. / Hand- und Schulausgabe. Von B.Klatt. Neubearbeitet und durch einen Nachtrag bis auf die heutige Zeit ergänzt von Professor Edmund Klatt = Muret-Sanders Encyclopædic English-German and German-English Dictionary, giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt. Abridged Edition (for school and home), by B. Klatt, revised and brought up to date by a supplemnt by Professor EEdmund Klatt.",v.1:1,"Langenscheidtsche Verlagsbuchhandlung, [c1910]",German,stan1295,,,,,,,
uc1.c065207917,1910,"Muret-Sanders Enzyklopädisches englisch-deutsches und deutsch-englisches Wörterbuch : mit Angabe der Aussprache nach dem phonetischen System der Methode Toussaint-Langenscheidt. / Hand- und Schulausgabe. Von B.Klatt. Neubearbeitet und durch einen Nachtrag bis auf die heutige Zeit ergänzt von Professor Edmund Klatt = Muret-Sanders Encyclopædic English-German and German-English Dictionary, giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt. Abridged Edition (for school and home), by B. Klatt, revised and brought up to date by a supplemnt by Professor EEdmund Klatt.",v.1:2,"Langenscheidtsche Verlagsbuchhandlung, [c1910]",German,stan1295,,,,,,,
uc2.ark:/13960/t9d50xd9m,1910,"Muret-Sanders Enzyklopädisches englisch-deutsches und deutsch-englisches Wörterbuch : mit Angabe der Aussprache nach dem phonetischen System der Methode Toussaint-Langenscheidt. / Hand- und Schulausgabe. Von B.Klatt. Neubearbeitet und durch einen Nachtrag bis auf die heutige Zeit ergänzt von Professor Edmund Klatt = Muret-Sanders Encyclopædic English-German and German-English Dictionary, giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt. Abridged Edition (for school and home), by B. Klatt, revised and brought up to date by a supplemnt by Professor EEdmund Klatt.",v.2,"Langenscheidtsche Verlagsbuchhandlung, [c1910]",German,stan1295,,,,,,,
uc1.c084104487,1910,"Muret-Sanders Enzyklopädisches englisch-deutsches und deutsch-englisches Wörterbuch : mit Angabe der Aussprache nach dem phonetischen System der Methode Toussaint-Langenscheidt. / Hand- und Schulausgabe. Von B.Klatt. Neubearbeitet und durch einen Nachtrag bis auf die heutige Zeit ergänzt von Professor Edmund Klatt = Muret-Sanders Encyclopædic English-German and German-English Dictionary, giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt. Abridged Edition (for school and home), by B. Klatt, revised and brought up to date by a supplemnt by Professor EEdmund Klatt.",v.2:1,"Langenscheidtsche Verlagsbuchhandlung, [c1910]",German,stan1295,,,,,,,
uc1.c077076537,1910,"Muret-Sanders Enzyklopädisches englisch-deutsches und deutsch-englisches Wörterbuch : mit Angabe der Aussprache nach dem phonetischen System der Methode Toussaint-Langenscheidt. / Hand- und Schulausgabe. Von B.Klatt. Neubearbeitet und durch einen Nachtrag bis auf die heutige Zeit ergänzt von Professor Edmund Klatt = Muret-Sanders Encyclopædic English-German and German-English Dictionary, giving the pronunciation according to the phonetic system employed in the method of Toussaint-Langenscheidt. Abridged Edition (for school and home), by B. Klatt, revised and brought up to date by a supplemnt by Professor EEdmund Klatt.",v.2:2,"Langenscheidtsche Verlagsbuchhandlung, [c1910]",German,stan1295,,,,,,,
inu.30000045711474,1992,Muruwari (Moo-roo-warri) dictionary / by Lynette F. Oates ; illustrations by Roslyn van Brummelen.,NA,"produced with the assistance of the Australian Institute of Aboriginal and Torres Strait Islander Studies, 1992.",Muruwari,muru1266,,,,,,,
mdp.39015038711175,1967,"Muslima Bāṃlā-Iṃrejī abhidhāna. A Muslim Bengali-English dictionary, by Viggo B. Olsen.",NA,1967,Bengali,beng1280,,,,,,,
aeu.ark:/13960/t2x36pn57,1999,Musson's handy English-Swedish and Swedish-English dictionary,NA,"Musson, [19--?]",Swedish,swed1254,,,,,,,
uc1.b4237899,1986,Ẹmwẹn Ẹdo na zedu ẹre y'Ebo = Edo English dictionary / E.I. Aigbe.,NA,"Academy Press, [1986?]",Edo,edoo1240,,,,,,,
mdp.39015074076442,1996,"Myanmar-English dictionary / Myanmar Language Commission, Ministry of Education, Union of Myanmar.",NA,"Dunwoody Press, c1996.",Min,minn1248,,,,,,,
mdp.39015070733897,2009,Myanmar-English Thesaurus & Dictionary,NA,[200-?],The,thee1240,,,,,,,
chi.086572653,1908,"Nagy magyar-angol zseb tolmács a kiejtés pontos feltʺuntetésével 10.000 szóból álló. Magyar-angol, angol-magyar szótárral egyʺutt. Hungarian-English self pronouncing pocket interpreter, including 10.000 word. Hungarian-English, English-Hungarian dictionary ...",c.1,E. Nyitray [1908],Hungarian,hung1274,,,,,,,
uc1.b4232208,1986,Nakarimojon-English and English-Nakarimojon dictionary.,NA,"Nadiket Seminary, 1986.",NA,NA,,,,,,,
miun.adq8900.0001.001,1971,Nangsư̄ ʻakkharāphithān sap = Dictionary of the Siamese language / by D. B. Bradley.,NA,"Khurusaphā, 2514 [1971]",Siamese,siam1241,,,,,,,
uva.x001163370,1974,"Narinjin-English dictionary / by H. H. C. ""i.e. J."" Coate and A. P. Elkin.",v.1,"University of Sydney, 1974.",Nar (Chad):Nar,narr1278:narr1258,,,,,,,
uc1.32106020235120,1974,"Narinjin-English dictionary / by H. H. C. ""i.e. J."" Coate and A. P. Elkin.",v.1-2,"University of Sydney, 1974.",Nar (Chad):Nar,narr1278:narr1258,,,,,,,
uva.x030224936,1974,"Narinjin-English dictionary / by H. H. C. ""i.e. J."" Coate and A. P. Elkin.",v.2,"University of Sydney, 1974.",Nar (Chad):Nar,narr1278:narr1258,,,,,,,
mdp.39015058206023,2001,"Naro dictionary : Naro-English, English-Naro / Hessel Visser.",NA,"Naro Language Project, 2001.",Naro,naro1249,,,,,,,
nyp.33433069238800,1801,"Nathan Bailey's Dictionary, English-German and German-English = Englisch-deutsches und deutsch-englisches Wörterbuch.",v. 1,"F. Frommann, 1801.",German,stan1295,,,,,,,
nyp.33433069238818,1801,"Nathan Bailey's Dictionary, English-German and German-English = Englisch-deutsches und deutsch-englisches Wörterbuch.",v. 2,"F. Frommann, 1801.",German,stan1295,,,,,,,
mdp.39015033577944,1810,"Nathan Bailey's dictionary, English-German and German-English. Englisch-deutsches und deutsch-englisches wörterbuch. Gänzlich umgearb. von d. Johann Anton Fahrenkrüger ...",v.1,1810,German,stan1295,,,,,,,
mdp.39015030860004,1810,"Nathan Bailey's dictionary, English-German and German-English. Englisch-deutsches und deutsch-englisches wörterbuch. Gänzlich umgearb. von d. Johann Anton Fahrenkrüger ...",v.2,1810,German,stan1295,,,,,,,
hvd.32044043079342,1903,Natick dictionary / by James Hammond Trumbull,(c.1),"G.P.O., 1903",Nati,nati1244,,,,,,,
hvd.32044042402065,1903,Natick dictionary / by James Hammond Trumbull,(c.2),"G.P.O., 1903",Nati,nati1244,,,,,,,
uc1.31822019638436,1903,Natick dictionary / by James Hammond Trumbull,NA,"G.P.O., 1903",Nati,nati1244,,,,,,,
mdp.39015057902069,1998,Naul ne batu nale nir = Uripiv-English dictionary.,NA,"s.n., 1998?]",Uripiv,urip1240,,,,,,,
umn.31951d03000663j,1958,"Navajo-English dictionary, by Leon Wall [and] William Morgan.",NA,"U.S. Dept. of the Interior, Bureau of Indian Affairs, Division of Education, 1958.",Navajo,nava1243,,,,,,,
uc1.32106020066590,1943,"Nazi-deutsch, German-English dictionary of new German terms with an appendix of Nazi-German institutions.",NA,1943,German,stan1295,,,,,,,
mdp.39015020740885,1970,"Ěndardzak baṛaran hayerēnē anglierēn, ashkhatasiretsʻ Mesrop K. Guyumchean = A comprehensive dictionary, Armenian-English / by Mesrob G. Kouyoumdjian.,Ընդարձակ բառարան հայերէնէ անգլիերէն, աշխատասիրեց Մեսրոպ Կ. Գույումճեան = A comprehensive dictionary, Armenian-English / by Mesrob G. Kouyoumdjian.",NA,"[Hrat. H.I.Ě. Miutʻean Nurhan Frēnkean Himnadramin.] [Dimel Baikar Armenian daily, Watertown, Mass.], [pref. 1970], [Հրատ. Հ.Ի.Ը. Միութեան Նուրհան Ֆրէնկեան Հիմնադրամին.] [Dimel Baikar Armenian daily, Watertown, Mass.], [pref. 1970]",Kou,sins1241,,,,,,,
uva.x002669679,1986,Ndonga-English dictionary / T.E. Tirronen.,NA,"ELCIN, 1986.",Ndonga (R.20):Ndonga,ndon1253:ndon1254,,,,,,,
mdp.39015053176338,2001,"Nehiyawewin : itwewina = Cree : words : a Cree-English Dictionary / Arok Wolvengrey, compilor.",v.1,"Canadian Plains Research Center, University of Regina, 2001.",Cree,cree1272,,,,,,,
mdp.39015053176320,2001,"Nehiyawewin : itwewina = Cree : words : a Cree-English Dictionary / Arok Wolvengrey, compilor.",v.2,"Canadian Plains Research Center, University of Regina, 2001.",Cree,cree1272,,,,,,,
uc1.32106011041925,1971,Nengone dictionary; by D. T. Tryon [and] M. J. Dubois.,no.23,"Australian National University, 1969-71.",Nengone,neng1238,,,,,,,
uc1.32106011041933,1971,Nengone dictionary; by D. T. Tryon [and] M. J. Dubois.,no.9,"Australian National University, 1969-71.",Nengone,neng1238,,,,,,,
mdp.39015061658384,1971,Nengone dictionary; by D. T. Tryon [and] M. J. Dubois.,pt.1,"Australian National University, 1969-71.",Nengone,neng1238,,,,,,,
uva.x000038725,1971,Nengone dictionary; by D. T. Tryon [and] M. J. Dubois.,v.1,"Australian National University, 1969-71.",Nengone,neng1238,,,,,,,
inu.30000000756001,1987,Nepali-English dictionary : (with pronunciation in Roman Nepali) / compiled by Chandra Lal Singh & Matshyendra Lal Singh.,NA,"Educational Enterprise (P) Ltd., 1987.",Nepali,nepa1254,,,,,,,
mdp.39015029746917,1992,"Nepali-English, English-Nepali dictionary / Prakash A. Raj.",NA,"Nabeen Publications, c1992.",Nepali,nepa1254,,,,,,,
uc1.aa0003496999,1862,Neues vollständiges kritisches Wörterbuch der Englischen und Deutschen Sprache = A new and complete critical dictionary of the English and German languages / von F. W. Thieme.,NA,"G. Mayer's, 1862.",German,stan1295,,,,,,,
nnc1.0037108441,1854,Neues vollständiges kritisches Wörterbuch der Englischen und Deutschen Sprache = A new and complete critical dictionary of the English and German languages / von F.W. Thieme.,v.1-2,"G. Mayer, 1854.",German,stan1295,,,,,,,
uc1.aa0003496981,1859,"Neues vollständiges kritisches Wörterbuch der Englischen und Deutschen Sprache = A new and complete critical dictionary of the English and German languages / von F.W. Thieme, hrsg. von E. Preusser.",NA,"G. Mayer's, [1859]",German,stan1295,,,,,,,
uc1.$b606483,1849,"Neues vollständiges kritisches Wörterbuch der Englischen und Deutschen Sprache = A new and complete critical dictionary of the English and German languages / von F.W. Thieme, hrsg. von E. Preusser.",v.1,"G. Mayer's, 1849.",German,stan1295,,,,,,,
uc1.$b606484,1849,"Neues vollständiges kritisches Wörterbuch der Englischen und Deutschen Sprache = A new and complete critical dictionary of the English and German languages / von F.W. Thieme, hrsg. von E. Preusser.",v.2,"G. Mayer's, 1849.",German,stan1295,,,,,,,
nyp.33433075924864,1842,Neuman and Baretti's dictionary of the Spanish and English languages.,v. 1 (Spanish-English),"W. Kerr & Co., 1842.",Spanish,stan1288,,,,,,,
nyp.33433075924872,1842,Neuman and Baretti's dictionary of the Spanish and English languages.,v. 2 (English-Spanish),"W. Kerr & Co., 1842.",Spanish,stan1288,,,,,,,
mdp.39015012937184,1850,Neuman and Baretti's dictionary of the Spanish and English languages ...,v.1,"Wilkins, Carter, 1850.",Spanish,stan1288,,,,,,,
hvd.hn5jpd,1850,Neuman and Baretti's dictionary of the Spanish and English languages ...,v.2,"Wilkins, Carter, 1850.",Spanish,stan1288,,,,,,,
uiug.30112088358947,1841,"Neuman and Baretti's dictionary of the Spanish and English languages ... Added, directions for finding the difference between the ancient and modern orthography ...",v.1,"W. Kerr & Co., 1841.",Spanish,stan1288,,,,,,,
uiug.30112088358954,1841,"Neuman and Baretti's dictionary of the Spanish and English languages ... Added, directions for finding the difference between the ancient and modern orthography ...",v.2,"W. Kerr & Co., 1841.",Spanish,stan1288,,,,,,,
uva.x001180089,1831,"Neuman and Baretti's dictionary of the Spanish and English languages : wherein the words are correctly explained, agreeable to their different meanings, and a great variety of terms, relating to the arts, sciences, manufactures, merchandise, navigation and trade elucidated.",v.1,"Hilliard, Gray, Little, and Wilkins, 1831.",Spanish,stan1288,,,,,,,
nyp.33433082177795,9999,"Neuman and Baretti's dictionary of the Spanish and English languages, wherein the words are correctly explained, agreeably to their different meanings.",NA,"Wilkins, Carter & Co., 1850-",Spanish,stan1288,,,,,,,
uc1.31158000784156,1850,"Neuman and Baretti's dictionary of the Spanish and English languages; wherein the words are correctly explained, agreeably to their different meanings ...",v.0001,"Hilliard, Gray, and Co., 1835-50.",Spanish,stan1288,,,,,,,
hvd.hwsi3q,1837,"Neuman and Baretti's dictionary of the Spanish and English languages; wherein the words are correctly explained, agreeably to their different meanings, and a great variety of terms, relating to the arts, sciences, manufactures, merchandise, navigation, and trade, elucidated.",1,"Hilliard, Gray, 1836-37.",Spanish,stan1288,,,,,,,
hvd.hwsi3p,1837,"Neuman and Baretti's dictionary of the Spanish and English languages; wherein the words are correctly explained, agreeably to their different meanings, and a great variety of terms, relating to the arts, sciences, manufactures, merchandise, navigation, and trade, elucidated.",2,"Hilliard, Gray, 1836-37.",Spanish,stan1288,,,,,,,
hvd.32044038403606,1851,"Neuman and Baretti's dictionary of the Spanish and English languages : wherein the words are correctly explained, agreeably to their different meanings, and a great variety of terms relating to the arts, sciences, manufactures, merchandise, navigation and trade, elucidated.",NA,"Wilkins, Carter, 1851.",Spanish,stan1288,,,,,,,
nyp.33433075924476,1827,"Neuman and Baretti's dictionary of the Spanish and English languages : wherein the words are correctly explained, agreeably to their different meanings, and a great variety of terms, relating to the arts, sciences, manufactures, merchandise, navigation, and trade, elucidated ...",v. 1 (Spanish and English),"Hilliard, Gray, Little, and Wilkins, 1827.",Spanish,stan1288,,,,,,,
nyp.33433075924484,1827,"Neuman and Baretti's dictionary of the Spanish and English languages : wherein the words are correctly explained, agreeably to their different meanings, and a great variety of terms, relating to the arts, sciences, manufactures, merchandise, navigation, and trade, elucidated ...",v. 2 (English and Spanish),"Hilliard, Gray, Little, and Wilkins, 1827.",Spanish,stan1288,,,,,,,
hvd.hn6eb9,1849,"Neuman and Baretti's Dictionary of the Spanish and English languages; wherein the words are correctly explained, agreeably to their different meanings, and a great variety of terms relating to the arts, sciences, manufactures, merchandise, navigation, and trade, elucidated.",v.1,"Wilkins, Carter, 1849.",Spanish,stan1288,,,,,,,
hvd.hn6eb8,1856,"Neuman and Baretti's dictionary of the Spanish and English languages; wherein the words are correctly explained, agreeably to their different meanings, and a great variety of terms relating to the arts, sciences, manufactures, merchandise, navigation and trade, elucidated.",v.2,"Sanborn, Carter and Bazin, 1856.",Spanish,stan1288,,,,,,,
njp.32101051167664,1840,"Neuman and Baretti's dictionary of the Spanish and English languages; wherein the words are correctly explained ... and a great variety of terms, relating to the arts, sciences, manufactures, merchandise, navigation, and trade elucidated.",v. 2,"Hilliard, Gray, and Co., 1840.",Spanish,stan1288,,,,,,,
ucm.5325538268,9999,Neuman and Barettis dictionary of the spanish and english languages : wherrin the words are correctly explained... and a great variety of terms...,Vol. 1,"Logman [etc.], 1831-",Baré:Barí,bare1276:bari1297,,,,,,,
uc1.b4869447,1859,"Neuman, Baretti and Seoane's dictionary of the Spanish and English languages ... Thoroughly revised, greatly improved, enl. ... and the two parts most carefully collated, by S. H. Blanc.",NA,"S.H. Blanc, [185-?]",Spanish,stan1288,,,,,,,
hvd.32044086614815,1839,"Neumann and Baretti's dictionary of the Spanish and English languages : wherein the words are correctly explained, agreeably to their different meanings, and a great variety of terms relating to the arts, sciences, manufactures, merchandise, navigation, and trade, elucidated.",v.1,"Hilliard, Gray, 1839.",Spanish,stan1288,,,,,,,
hvd.32044100021450,1839,"Neumann and Baretti's dictionary of the Spanish and English languages : wherein the words are correctly explained, agreeably to their different meanings, and a great variety of terms relating to the arts, sciences, manufactures, merchandise, navigation, and trade, elucidated.",v.2,"Hilliard, Gray, 1839.",Spanish,stan1288,,,,,,,
hvd.hwsha4,1891,New and complete dictionary of the English and German languages remodelled and greatly improved.,NA,"G. Westermann, 1891 [cop. 1868].",German,stan1295,,,,,,,
hvd.hwshar,1881,"New and complete English-German and German-English pocket dictionary, with the pronunciation of both languages, enriched with the technical terms of the arts and sciences. For the use of business men and schools. By J.F. Leonhard Tafel and Louis H. Tafel.",1-Feb,"I. Kohler, etc., etc., 1881 [cop.1870].",German,stan1295,,,,,,,
uva.x001281329,1986,Newari-English dictionary : modern language of Kathmandu Valley / by Thakur Lal Manandhar ; edited by Anne Vergati.,NA,"Agam Kala Prakashan, 1986.",Newar,newa1247,,,,,,,
iau.31858016356721,1892,New complete dictionary of the English and Dutch languages ... by I. M. Calisch ...,v.1,H.C.A. Campagne & zoon [1890-1892],Dutch,dutc1256,,,,,,,
