glottocode,longitude,latitude,avgmonth_tmp,minmonth_tmp,maxmonth_tmp,avgmonth_pre,minmonth_pre,maxmonth_pre
area1240,161.158,-9.20699,25.42944483757019,24.6100004196167,26.206667073567708,269.4425052324931,186.3966730117798,385.7100092569987
abua1244,6.61492,4.83057,25.523055908415053,24.240000279744468,26.983333651224772,204.66361406654534,31.49333400055766,381.01666870117185
adny1235,138.671,-30.1451,18.6911114136378,9.693333498636882,27.13000030517578,21.066667105443774,15.01333340803782,29.20333402752876
adyg1241,39.33,44,11.417222423520352,1.4466666623950004,21.496667035420735,89.32027930749787,72.51333510080974,117.25666980743408
afri1276,-1,53,9.143611275052859,3.4166667540868123,15.796667003631592,59.21750096744961,53.033333492279056,67.99000132878622
afri1274,30,-22,22.374167047606573,15.80333366394043,27.103333536783854,29.865556034114622,0.8266666700442633,63.54000122075279
agus1235,125.742,8.62731,26.288889286253188,25.010000483194986,27.520000330607097,249.93806047969395,189.133336130778,383.290007909139
ahte1237,215.111,61.7068,-2.75638894604312,-17.896666940053304,11.976666863759359,73.11388996971978,45.126667467753094,112.1966677347819
akan1250,-1.33254,6.34756,26.36333368089464,24.820000394185385,27.85000025431315,120.02694645186679,17.700000333040958,213.9466697692871
akaw1239,299.138,6.16277,24.429167053434583,23.536667188008625,25.19666690826416,189.3086144341363,102.97333536148071,323.69333801269534
akha1245,100.964,21.2309,21.83083374235365,16.840000438690186,24.946666844685872,119.57222407518161,14.893333642681439,282.8866714477539
akka1240,44.1,33.1,22.810278177261353,9.973333501815796,34.89000078837077,13.19388916304128,0,28.79000040690104
alab1237,265.37152000000003,30.76738,19.351389159096613,8.990000152587891,28.130000368754068,102.51416857242585,84.01666838328043,138.98000297546386
aleu1260,185.71,52.1228,3.3158333914975326,-0.9866666860878469,8.876666800181072,109.75777946578131,67.10666732788086,164.70000228881835
amha1245,39.543456,11.708182,20.68722259203593,17.843333752950034,23.713333702087404,67.9275011750766,13.47000013391177,213.51333821614583
anci1244,35.1725,31.7761,18.355555917157066,10.113333590825398,25.396667162577312,40.16333402672576,0,119.35666910807292
anda1287,-5.2,36.54,14.72194469637341,8.120000171661378,23.116667048136392,66.9127788276929,9.176666840414205,126.19666772882142
anei1239,169.825,-20.1864,22.393611473507352,19.80666707356771,24.993333689371745,162.4036140759786,87.04666786193847,286.5166727701823
angg1239,139.457,-4.0836,18.454444795184664,17.676666831970216,18.906666946411132,268.8161163330078,229.71333541870118,322.38667348225914
anma1239,133.286,-22.2853,22.355000297228493,13.416666825612387,29.406667073567707,28.443611648430426,8.973333492378394,62.73666849533716
anti1245,298.178137,17.068263,26.582500378290813,24.963333638509116,28.006666946411134,87.23583472304874,36.793333784739175,141.326668548584
anuf1239,0.56021,10.2839,28.150000354978772,26.023333740234374,31.426667086283366,90.33555751471884,0.10666666751106581,236.56000467936198
aona1235,94.3824,26.3241,21.786111439598933,15.003333473205567,26.11333376566569,162.53305830624367,13.260000141461692,391.89667154947915
arap1274,251.19,43.3879,5.989722325859798,-7.743333462874094,20.0233336130778,18.990000305987067,6.253333373864492,47.05000082651774
arik1262,260,45,7.105000161131223,-10.19000015258789,23.2966672261556,33.72583389309131,6.700000062584877,76.60000203450521
arom1237,21.2,40.616,9.407222353397973,-0.7100000177820525,19.00333366394043,60.3488901697927,35.66000096003214,88.93333517710367
aros1241,161.432,-10.2441,25.846111498938665,25.300000381469726,26.506667137145996,271.5613939550188,201.51000385284425,364.89667053222655
