id,year,title,imprint,author,langname,glottolog_langname,subclass,glottocode,area,langfamily,affiliation,longitude,latitude,population,subsistence,doreco,oclc,lcc,access,url,rights,copyright
mdp.39015032655675,1993,"Batad Ifugao dictionary : with ethnographic notes / compiled by Leonard E. Newell, Francis Bon'og Poligon ; foreword by Harold C. Conklin.","Linguistic Society of the Philippines, 1993.",NA,Batad Ifugao,Batad Ifugao,x-english (and english-x),bata1298,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Northern Luzon, Meso-Cordilleran, South-Central Cordilleran, Central Cordilleran, Nuclear Cordilleran, Ifugaw, Batad-Mayoyao",121.23,16.8266,43000,other,NA,31240890,NA,deny,NA,ic,NA
mdp.39015029444554,1992,"A dictionary of Payungu, Western Australia / Peter Austin.","Dept. of Linguistics, La Trobe University, 1992.",NA,Bayungu,Bayungu,x-english (and english-x),bayu1240,Australia,Pama-Nyungan,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Kanyara",114.108,-23.3809,100,hunter-gatherer,NA,38323837,NA,deny,NA,ic,NA
mdp.39015083430622,1944,A pocket dictionary (Chinese-English) and Pekingese syllabary.,"Columbia university press, 1944.",NA,Beijing Mandarin,Beijing Mandarin,x-english (and english-x),beij1234,Eurasia,Sino-Tibetan,"Sino-Tibetan, Sinitic, Classical-Middle-Modern Sinitic, Middle-Modern Sinitic, Northern Chinese, Mandarinic, Mandarin Chinese, Beijingic",116.1172766,39.9385466,27000000,other,NA,3492334,a 44000532,deny,NA,und,NA
mdp.39015031036794,1910,"English-Chinese pocket dictionary of Peking colloquial, by Sir Walter Hiller.","American Presbyterian Mission Press, 1910.",NA,Beijing Mandarin,Beijing Mandarin,english-x,beij1234,Eurasia,Sino-Tibetan,"Sino-Tibetan, Sinitic, Classical-Middle-Modern Sinitic, Middle-Modern Sinitic, Northern Chinese, Mandarinic, Mandarin Chinese, Beijingic",116.1172766,39.9385466,27000000,other,NA,62525680,NA,allow,NA,pdus,NA
other.beja_hudson_beja1238,2012,A dictionary of Beja,Roger Blench,R.A. Hudson,Beja,Beja,x-english,beja1238,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic",36.6666,17.2436,1109000,other,1,NA,NA,pdf,https://www.rogerblench.info/Language/Afroasiatic/Cushitic/Beja%20Dictionary.pdf,NA,NA
webonary.belandabor_asan_bela1256,2015,Belanda Bor-English dictionary,Belanda Bor Language Committee & SIL South Sudan,"John Baptist Asan, Elias Khamis Kpoyo, Hon. Zitta Sabino Gume, Batista Ucin Utengo, Philip Thomas Singo, Anthony Ngangi Mara, Anas Mahbus Mbolo, Willaim Vaikando Tibur, John Gorgori Rabi, Lino Taban, Tim Stirtz",Belanda Bor,Belanda Bor,x-english,bela1256,Africa,Nilotic,"Nilotic, Western Nilotic, Lwoo, Northern Lwoo",27.8232,6.6503,8000,other,NA,NA,NA,pdf,https://www.webonary.org/belandabor/download/,NA,NA
inu.30000042256911,1993,Anhelʹska-belaruski sloŭnik = English-Byelorussian dictionary ; Belaruska-anhelʹski sloŭnik = Byelorussian-English dictionary / I͡An Pi͡atroŭski.,"Nezalez͡hnai͡a vydavetskai͡a kampanii͡a ""Tėkhnalohii͡a"", 1993.",NA,Belarusian,Belarusian,x-english (and english-x),bela1254,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Balto-Slavic, Slavic, East Slavic",25.6038,53.2307,6720000,other,NA,31074313,NA,deny,NA,ic,NA
other.nuxalk_nater_bell1243,1990,A Concise Nuxalk - English Dictionary,Canadian Museum of Civilization,H. F. Nater,Nuxalk,Bella Coola,x-english,bell1243,North America,Salishan,Salishan,233.311,52.3448,100,hunter-gatherer,NA,NA,NA,pdf,https://muse.jhu.edu/pub/192/monograph/book/65589,NA,NA
uva.x000067328,1978,Bemba pocket dictionary : Bemba-English and English-Bemba / by E. Hoch.,"Neczam, 1978, c1960.",NA,Bemba (Zambia),Bemba,x-english (and english-x),bemb1257,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi, Malungu-Central Sabi, Central Sabi, Bemba (M.40)",29.2993,-10.6122,3600000,other,NA,4769187,NA,deny,NA,ic,NA
inu.30000027214554,1991,The White Fathers' Bemba-English dictionary.,"The Society of the Missionary for Africa (White Fathers), 1991.",NA,Bemba (Zambia),Bemba,x-english (and english-x),bemb1257,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi, Malungu-Central Sabi, Central Sabi, Bemba (M.40)",29.2993,-10.6122,3600000,other,NA,28531694,NA,deny,NA,ic,NA
mdp.39015034899321,1995,Beng-English dictionary / by Alma Gottlieb and M. Lynne Murphy.,"distributed by Indiana University Linguistics Club Publications, 1995.",NA,Beng,Beng,x-english (and english-x),beng1286,Africa,Mande,"Mande, Eastern Mande, Southeastern Mande, Nwa-Ben, Ben-Gban, Bengic",-4.23539,7.78122,17000,other,NA,33249776,NA,deny,NA,ic,NA
hvd.32044100017367,1828,A companion to Johnson's Dictionary in English and Bengalee. To which is prefixed an introduction to the Bengalee language. Adapted for the use of both native and European students. Vol. II. By John Mendies ...,"Printed at the Serampore press, 1828.",NA,Bengali,Bengali,english-x,beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,80558375,6024329,allow,NA,pd,NA
mdp.39015055152618,1937,A comprehensive Bengali and English dictionary.,1937,NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,21005283,NA,deny,NA,ic,NA
uiug.30112025232346,1981,"A dictionary of the Bengali language, Bengali-English = [Bāmlā-Imrejī abhidhāna] : in which the words are traced to their origin and their various meanings given / W. Carey.","Asian Educational Services, 1981.",NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,8753027,NA,deny,NA,ic,NA
uc1.b5074819,1901,"A small dictionary of colloquial Bengali words, by J.M.C. & G.A.C.",1901,NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,18375571,NA,allow,NA,pdus,NA
mdp.39015020061381,1977,"Bangla Academy students' English to Bengali dictionary / compiled by Nur Muhammad ; reviewed by Zillur Rahman Siddiqui, Jotirmoy Guha Thakurtha, Serajul Islam Chowdhury.","Bangla Academy, 1977.",NA,Bengali,Bengali,english-x,beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,4040927,78901073,deny,NA,ic,NA
uc2.ark:/13960/t76t0pm06,1876,"Companion to Johnson's Dictionary, Bengali and English; peculiarly calculated for the use of European and native students.","Printed by C.B. Lewis, 1876.",NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,5316454,NA,allow,NA,pd,NA
loc.ark:/13960/t5r79m57w,1874,"English and Bengali dictionary, for the use of schools.","Printed at the Baptist mission press for the Calcutta school-book society, 1874.",NA,Bengali,Bengali,english-x,beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,NA,4004326,allow,NA,pd,NA
mdp.39015038711175,1967,"Muslima Bāṃlā-Iṃrejī abhidhāna. A Muslim Bengali-English dictionary, by Viggo B. Olsen.",1967,NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,216553e10,77930266,deny,NA,ic,NA
mdp.39015021595478,1985,Present day colloquial Bengali for foreign students : including Bengali-English-Bengali dictionary / by M. L. Das.,"M.L. Das, [1985?]",NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,16931348,86900756,deny,NA,ic,NA
inu.30000066131966,1997,Progressive Bengali-English dictionary / compiled by Nanigopal Aich & Rishi Das.,"Indian Progressive Pub. Co., 1997.",NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,39323002,98903898,deny,NA,ic,NA
mdp.39015008173299,1968,Samsad Bengali-English dictionary. Compiled by Sailendra Biswas. Rev. by Subodhchandra Sengupta.,"Sahitya Samsad; [distributors: Indian Book Distributing Co., 1968]",NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,72063,78906707/SA,deny,NA,ic,NA
mdp.39015015389888,1987,Samsad student's Bengali-English dictionary / compiled by Golokendu Ghosh and Sibani Ray ; revised by Birendra Mohon Dasgupta.,"Sahitya Samsad, 1987.",NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,19560643,NA,deny,NA,ic,NA
uc1.c057964602,1916,"The modern Anglo-Bengali dictionary; a comprehensive lexicon of bi-lingual literary, scientific and technological words and terms.","Bengal Library, 1916.",NA,Bengali,Bengali,english-x,beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,11762109,48031601,allow,NA,pdus,NA
uc1.$b662176,1958,"The new method English-Bengali dictionary, explaining the meaning of about 21,000 items within a vocabulary of 1,490 words.",Orient Longmans [1958],NA,Bengali,Bengali,english-x,beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,358156e10,59004647,deny,NA,ic,NA
uc1.l0055018592,1923,The student's Bengali-English dictionary. By Subal Chandra Mitra.,"Sarat Chandra Mitra & Srish Chandra Mitra, The New Bengal press, [1923]",NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,3202099,24004364,allow,NA,pdus,NA
nyp.33433081851077,1892,"The student's comprehensive Anglo-Bengali dictionary, compiled from the best modern lexicons, by Abala Kanta Sen.","H.C. Dey, 1892.",NA,Bengali,Bengali,english-x,beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,41329462,NA,allow,NA,pd,NA
mdp.39015033141659,1941,The student's dictionary of Bengali words and phrases done into English / by Benimadhav Ganguli.,"published by Somadev Ganguli of B.M. Ganguli & Sons, 1941.",NA,Bengali,Bengali,x-english (and english-x),beng1280,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga",90,24,180623600,other,NA,29768040,NA,deny,NA,ic,NA
inu.30000056369212,1998,Berom/English dictionary = bwokrwan̄ pa chap/iwel ha elem berom de chen shinan̄/belasara... / by Sen Luka Gwom.,"S. L. Gwom, c1998.",NA,Berom,Berom,x-english (and english-x),bero1242,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Beromic",8.81221,9.67037,300000,other,NA,42463062,NA,deny,NA,ic,NA
uc1.31822037504024,2010,A dictionary of Mah Meri as spoken at Bukit Bangkong / Nicole Kruspe ; illustrated by Azman Zainal,"University of Hawaii Press, [2010], ©2010",NA,Besisi,Besisi,x-english (and english-x),besi1244,Eurasia,Austroasiatic,"Austroasiatic, Aslian, South Aslian",101.676,2.717,2990,other,NA,595738698,2010007220,deny,NA,ic,NA
mdp.39015015316162,1988,Daya Bidayuh-English dictionary / compiled by William Nais.,"Persatuan Kesusasteraan Sarawak, 1988.",NA,Biatah Bidayuh,Biatah Bidayuh,x-english (and english-x),biat1246,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Land Dayak, Bidayuh-Southern Land Dayak, Bidayuh",110.254,1.17596,72380,other,NA,21156505,NA,deny,NA,ic,NA
uc1.b3118087,1937,A concise dictionary of the Bini language of southern Nigeria / by Hans Melzian.,"K. Paul, Trench, Trubner & Co., 1937.",NA,Bini,Bini,x-english (and english-x),bini1246,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Central Plains Edoid",5.70426,6.40701,1000000,other,NA,5323735,38023731,deny,NA,und,NA
uva.x000975803,1932,"An elementary dictionary of the Bini language : Bini-English, English-Bini / by H.L.M. Butcher.","C.M.S., [1932]",NA,Bini,Bini,x-english (and english-x),bini1246,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Central Plains Edoid",5.70426,6.40701,1000000,other,NA,12578481,NA,deny,NA,ic,NA
uva.x001078983,1986,An Ẹdo-English dictionary / by Rebecca N. Agheyisi.,"Ethiope Pub. Corp., 1986.",NA,Bini,Bini,x-english (and english-x),bini1246,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Central Plains Edoid",5.70426,6.40701,1000000,other,NA,15251810,86229314 //r87,deny,NA,ic,NA
uc1.b4237899,1986,Ẹmwẹn Ẹdo na zedu ẹre y'Ebo = Edo English dictionary / E.I. Aigbe.,"Academy Press, [1986?]",NA,Bini,Bini,x-english (and english-x),bini1246,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Central Plains Edoid",5.70426,6.40701,1000000,other,NA,195949e11,NA,deny,NA,ic,NA
mdp.39015038622513,1995,A new Bislama dictionary / Terry Crowley.,"Institute of Pacific Studies, The University of the South Pacific, 1995.",NA,Bislama,Bislama,x-english (and english-x),bisl1239,Papunesia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglic, Later Anglic, Middle-Modern English, Macro-English, Pacific Creole English, Early Melanesian Pidgin",166.89,-15.4,1200,other,NA,36630448,NA,deny,NA,ic,NA
msu.31293029442484,1964,"Grammar and dictionary of the Bobangi language as spoken over a part of the Upper Congo, West Central Africa : compiled and prepared for the Baptist Missionary Society's mission in the Congo Independent State / by John Whitehead.","Gregg Press, 1964.",NA,Bobangi,Bobangi,x-english (and english-x),bang1354,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, North Zaire River, Rivers Bantu, Ngiri, Ngiri Riverain Ubangi, Ngiri Riverain Ubangi-Ripuaire, Bobangic, Bobangic Riverain, Bobangi-Bangala-Lingala",17.227,-0.87437,111300,other,NA,6245589,NA,deny,NA,ic,NA
mdp.39015069199324,2005,"Ajanta's learner's dictionary, English-English-Bodo : comprising explanatory illustrations with their characteristic meanings in English as well as viewed in Bodo sense, important phrases, idioms, and abbreviations etc. / compiled & edited by Bharat Basumatary.","Ajanta Prakashan, [2005?]",NA,Bodo-Mech,Bodo-Mech,english-x,bodo1269,Eurasia,Sino-Tibetan,"Sino-Tibetan, Brahmaputran, Bodo-Garo, Boroic, Tiwa-Boro, Bodo-Mech-Kachari",92,26.1,1543300,other,NA,67393592,2006345578,deny,NA,ic,NA
mdp.39015042406028,1999,"K.B.S. students dictionary, Anglo-Bodo / edited by Boro & Basumatari.","Kamakhya Book Stall, 1999.",NA,Bodo-Mech,Bodo-Mech,english-x,bodo1269,Eurasia,Sino-Tibetan,"Sino-Tibetan, Brahmaputran, Bodo-Garo, Boroic, Tiwa-Boro, Bodo-Mech-Kachari",92,26.1,1543300,other,NA,42716962,99935434,deny,NA,ic,NA
mdp.39015060598995,2004,Boko dictionary : with reversed English-Boko finderlist / Ross Jones.,"Lincom, 2004.",NA,Boko (Benin),Boko,x-english (and english-x),boko1266,Africa,Mande,"Mande, Eastern Mande, Bisa-Busa, Samo-Busa, Busan, Boko-Busa",3.71771,10.5189,110000,other,NA,57476177,NA,deny,NA,ic,NA
mdp.39015060599019,2004,Bokobaru dictionary : with reversed English-Bokobaru finderlist / Ross Jones.,"Lincom, 2004.",NA,Bokobaru,Bokobaru,x-english (and english-x),boko1267,Africa,Mande,"Mande, Eastern Mande, Bisa-Busa, Samo-Busa, Busan, Boko-Busa",3.80058,9.52724,30000,other,NA,57477154,NA,deny,NA,ic,NA
uiug.30112070999518,1899,Quichua-English dictionary / Ellen M. Ross.,"Fountain Press, [18--]",NA,Bolivar-North Chimborazo Highland Quichua,Bolivar-North Chimborazo Highland Quichua,x-english (and english-x),chim1302,South America,Quechuan,"Quechuan, Quechua II, Chinchay, Quechua IIC, Colombia-Ecuador Quechua, Ecuadorian Quechua A",281.1479,-1.36727,1000000,other,NA,10394940,NA,allow,NA,pd,NA
mdp.39015068373581,1968,A Bonda dictionary.,[Deccan College Postgraduate and Research Institute] 1968.,NA,Bondo,Bondo,x-english (and english-x),bond1245,Eurasia,Austroasiatic,"Austroasiatic, Mundaic, Gutob-Remo",83.8141,19.1512,9000,other,NA,115199,73909492 /SA/r85,deny,NA,ic,NA
webonary.bongo_moi_bong1285,2018,Bongo-English Dictionary,Bongo Language Committee & SIL South Sudan,"Daniel Rabbi Moi, Mario Lau Babur Kuduku, Mary Mangira Michael, Simon Hagimir John, Rapheal Zakenia Paul Mafoi, Nyoul Gulluma Kuduku, Tim Stirtz",Bongo,Bongo,x-english,bong1285,Africa,Central Sudanic,"Central Sudanic, Sara-Bongo-Bagirmi",27.9918,7.4145,10100,other,NA,NA,NA,pdf,https://www.webonary.org/bongo/download-2/,NA,NA
